school_name,longitude,latitude,education_level,country_iso3_code,url,trimmed_url,giga_id_school
Lake Avenue Elementary School,-73.7780151367188,43.0825653076172,Primary,USA,https://www.saratogaschools.org/lake-avenue-elementary/,saratogaschools.org,e4462e89-5a4b-372e-bf03-c38eaa3512ed
John F Hughes Elementary School,-75.262939453125,43.0825691223145,Primary,USA,https://www.uticaschools.org/schools/hughes/,uticaschools.org,14c40b16-d5a2-3ae6-9600-9bfb1132ed9d
Gaskill High School,-79.0262451171875,43.097526550293,Secondary,USA,https://www.nfschools.net/Domain/488,nfschools.net,a52b2a22-622a-38fe-b780-dedd45a94ee5
North Broad Elementary School,-75.6558303833008,43.098331451416,Primary,USA,https://oneida.ss11.sharpschool.com/cms/One.aspx?portalId=316010&pageId=5655619,oneida.ss11.sharpschool.com,4bbc9788-f92f-310e-8fbd-37dd0cfd3eb4
Maple Avenue Middle School,-73.7737121582031,43.1085662841797,Secondary,USA,https://www.saratogaschools.org/maple-avenue-middle-school/,saratogaschools.org,0a1383f6-de1a-345f-9eba-1a7a73bfcce5
Mayfield Elementary School,-74.2607574462891,43.1107940673828,Primary,USA,https://www.mayfieldk12.com/,mayfieldk12.com,45223b16-ed28-3dcc-a8b2-ef5245566369
Donlin Drive Elementary School,-76.1743927001953,43.1147041320801,Primary,USA,https://www.liverpool.k12.ny.us/schools/dde,liverpool.k12.ny.us,69a1713d-92be-34a1-aa0d-6384ede0a0bc
Vernon-Verona-Sherrill Senior High School,-75.5683364868164,43.1155548095703,Secondary,USA,https://www.vvsschools.org/,vvsschools.org,2f3a566e-42e8-336f-aff7-f80426507918
John F. Kennedy Middle School,-75.1989593505859,43.1173324584961,Secondary,USA,https://www.uticaschools.org/schools/kennedy/,uticaschools.org,a7e2ee9d-32a7-3262-ab1c-887e8cb38a10
Rockester Preparatory High School,-77.6816024780273,43.152400970459,Secondary,USA,https://rochesterprep.uncommonschools.org/rochester-prep-hs/,rochesterprep.uncommonschools.org,4ce6096b-4ccb-3cfa-a6c3-f931ed8115f7
Marion Junior-Senior High School,-77.1885070800781,43.1728744506836,Primary,USA,https://www.marioncs.org/,marioncs.org,1eb84e55-93dc-3d80-b2b0-e3a7eba0ab76
Ballard Elementary School,-73.7351608276367,43.1783180236816,Primary,USA,https://www.sgfcsd.org/o/bes,sgfcsd.org,cdca145d-66e0-3a94-bfbe-a3646f76938d
DeSales Elementary and Middle School,-78.6578063964844,43.1808891296387,Primary,USA,https://www.desalescatholicschool.org/,desalescatholicschool.org,1cdf9a13-7d64-37e0-baa4-d153d4bb1a2b
Willow Field Elementary School,-76.241340637207,43.1824569702148,Primary,USA,https://www.liverpool.k12.ny.us/schools/wfe/index,liverpool.k12.ny.us,3d35d54e-dc9c-3e5e-b05a-b90043f9df26
Bellamy Elementary School,-75.4213333129883,43.206729888916,Primary,USA,https://www.romecsd.org/o/res/page/bellamy-elementary,romecsd.org,f8ad8b03-025f-3f25-8de1-5d77a1abb178
Spry Middle School,-77.4330978393555,43.2075576782227,Secondary,USA,https://www.websterschools.org/spry,websterschools.org,c67a16e9-c483-305c-8e7c-fbb766d6d7d4
Willink Middle School,-77.4642639160156,43.2194480895996,Secondary,USA,https://www.websterschools.org/willink,websterschools.org,d954782a-2749-393a-b1bd-26cc71483db8
Albion Middle School,-78.1859588623047,43.2400665283203,Secondary,USA,https://www.albionk12.org/,albionk12.org,c3a99e71-90e9-3682-8308-efb29179b749
Corinth Middle-High School,-73.8281936645508,43.2430381774902,Secondary,USA,https://www.corinthcsd.org/,corinthcsd.org,50fbc64b-b847-3177-bf20-68e012ba76c8
Paddy Hill Elementary School,-77.6610870361328,43.2515029907227,Primary,USA,https://www.greececsd.org/domain/22,greececsd.org,8c65112d-51ad-3c8d-a26c-a9287bc0731f
Millard Hawk Elementary School,-76.1483154296875,43.2789916992188,Primary,USA,https://www.cssd.org/Domain/11,cssd.org,49a97499-e85f-3285-9235-d6c8f20296f4
Paul V Moore High School,-76.1502304077148,43.2815132141113,Secondary,USA,https://www.cssd.org/Domain/13,cssd.org,633229dc-3df6-323b-8ab4-684f4227fd5a
Abraham Wing Elementary School,-73.6322860717773,43.3149299621582,Primary,USA,https://www.abewing.org/,abewing.org,95dea409-fa5f-3bb1-badc-4e50cdaf5858
Whitehall Elementary School,-73.3744430541992,43.5555572509766,Primary,USA,https://www.railroaders.net/,railroaders.net,a6f9502b-415d-396c-a745-8262675b0863
Sandy Creek High School,-76.0757827758789,43.6477088928223,Secondary,USA,https://www.sandycreekcsd.org/,sandycreekcsd.org,f6967b94-1b27-33c1-a8d0-26629d4ce3da
General Bruce C. Clark Junior/Senior High School,-76.0143585205078,43.8287124633789,Primary,USA,https://www.spartanpride.org/,spartanpride.org,4418ec9b-0e69-337b-9c2a-fd41a75b63d1
Ohio Elementary School,-75.8831100463867,43.9723091125488,Primary,USA,https://ohio.watertowncsd.org/,ohio.watertowncsd.org,049388c5-2a47-33bf-bbab-0a2699f56991
Dexter Elementary School,-76.0379867553711,44.0125617980957,Primary,USA,https://www.gblions.org/des/index,gblions.org,e828c3be-76f0-3828-8935-1c1376ca0b82
Indian River Central High School,-75.7135162353516,44.143123626709,Secondary,USA,https://www.ircsd.org/en-US,ircsd.org,ef6abdb2-dcec-35b9-81e8-aa3158c59a60
Theresa Elementary School,-75.7889785766602,44.218994140625,Primary,USA,https://www.tps.ircsd.org/en-US,tps.ircsd.org,20f12059-21fa-3bbd-898c-bd89bc0aafc7
Lake Placid High School,-73.9850616455078,44.2821273803711,Secondary,USA,https://www.lpcsd.org/,lpcsd.org,2e4304fb-e706-39d3-afeb-b926ab64e501
Paul Smiths College,-74.1868209838867,44.4356079101563,Secondary,USA,https://www.paulsmiths.edu/,paulsmiths.edu,1abe8b53-582f-31ef-87a2-3b7858a2505b
Grant C. Madill Elementary School,-75.5013885498047,44.684757232666,Primary,USA,https://www.ogdensburgk12.org/o/gcmes,ogdensburgk12.org,5232fca8-a6eb-30c3-93bd-1f297cb98929
John F. Kennedy Elementary School,-75.4730911254883,44.6966018676758,Primary,USA,https://www.ogdensburgk12.org/,ogdensburgk12.org,5bab7d16-db74-3940-b3b3-db43f36a1ae2
Madrid-Waddington High School,-75.1535415649414,44.7886695861816,Secondary,USA,https://www.mwcsk12.org/,mwcsk12.org,3a9a56e2-b273-3426-895b-69af381e95c9
Malone Middle School,-74.2961120605469,44.8469429016113,Secondary,USA,https://www.maloneschools.org/o/mms,maloneschools.org,a7c868fd-0af9-3f4d-ae15-ce3c17e292a3
Flanders Elementary School,-74.2860107421875,44.8489379882813,Primary,USA,https://www.maloneschools.org/o/fes,maloneschools.org,65fe2fb6-6d61-315a-b9f5-c1b0bae5e8a2
Madison Elementary School,-74.90576171875,44.9456176757813,Primary,USA,http://mcs.k12.ny.us/,mcs.k12.ny.us,d3c0b882-4338-34e2-9e06-966e44130b0e
Rouses Point Elementary School,-73.3680038452148,44.9871330261231,Primary,USA,https://nccscougar.org/52820_2,nccscougar.org,fecf30f7-486b-36d1-9969-4fbb7cea8f7f
