school_name,longitude,latitude,education_level,country_iso3_code,giga_id_school,school_data_source
Stewart School,-79.72087860107422,40.53645706176758,Unknown,USA,6e000604-34a7-34e3-980f-20f2d24c0d78,
Jefferson Elementary School,-75.49668884277344,40.53660583496094,Primary,USA,e632d18d-20d0-36e8-874f-99e09212719e,
Outwood School,-76.4791259765625,40.5367546081543,Unknown,USA,bd8f4f22-411d-3efb-bcb0-8718041aabb1,
Trauger School,-75.20072937011719,40.53676986694336,Unknown,USA,aedc78d6-5a57-38cb-b5c9-d9c5ca45c1ad,
Jefferson Elementary School,-75.49667358398438,40.53693771362305,Primary,USA,5aa7aa73-662c-3d9c-97a7-b4c49d0dbd38,
Name unknown,-75.4255599975586,40.53704833984375,Unknown,USA,c223af83-4c36-386c-b7aa-d571b967e895,
Somerset Christian College (Historical),-74.575927734375,40.53740310668945,Secondary,USA,92fff98c-3b24-3662-b05f-c1ea0f117cb4,
Hopewell Elementary School,-75.4248046875,40.537628173828125,Primary,USA,0132cac8-bf62-3994-9968-43b0b664158d,
McKinley School,-78.38668060302734,40.537845611572266,Unknown,USA,ebf0f95c-d537-3948-8910-96fa46357289,
Noble School,-78.3922348022461,40.538124084472656,Unknown,USA,ebc6499a-edc3-3583-bb24-1bd5b53458d5,
Southern Lehigh Middle School,-75.39994049072266,40.53819274902344,Secondary,USA,5f30b8ff-aec6-31ea-a9e6-f72cf0a0974b,
Knollwood Elementary School,-74.48729705810547,40.53851318359375,Primary,USA,44ebce7b-8be3-3832-8c8e-0ed68fb8ac61,
Mildred B. Moss Elementary School,-74.35554504394531,40.53889846801758,Primary,USA,3fb5fbb0-9ed8-3ff3-9ee0-db58e5a8d77f,
Markee School,-77.45748901367188,40.53924560546875,Unknown,USA,ffc4df36-9cf3-30c7-bf04-74dc54c5c7f8,
Public School 4,-74.23670959472656,40.539730072021484,Unknown,USA,a711f3f7-67bb-343b-9aac-558cefcfb0c2,
Lincoln Elementary School,-75.49546813964844,40.54003143310547,Primary,USA,652a4ddb-88c1-3dc0-99d3-b07bfba0e618,
Camplain Road School,-74.59154510498047,40.540103912353516,Unknown,USA,dccf1ba1-d3e8-3ccd-8ec7-9b818bda9795,
Woodbridge Vocational Technical High School,-74.27849578857422,40.540565490722656,Secondary,USA,d66b35f8-fcca-32c7-b8dd-d8dcbc36d6ac,
Stone Quarry School,-75.70074462890625,40.54092788696289,Unknown,USA,b2232779-6ab3-3bbd-b74c-e3b8cbbf079d,
Southern Lehigh Intermediate School,-75.39881896972656,40.54121780395508,Secondary,USA,9366dba2-d205-35b3-8a75-e110ba677e53,
Jerry Davis Early Childhood Center School,-74.58726501464844,40.54123306274414,Unknown,USA,9c10634e-e3bb-34da-b62e-2d973e1789f3,
The Children's Corner,-74.49482727050781,40.5412712097168,Unknown,USA,e188b363-6953-38c9-8a86-d4542ff189cd,
Kalthleen Grimm School for Leadership and Sustainability at Sandy Ground,-74.21890258789062,40.5413932800293,Unknown,USA,f4831d7b-988b-3a76-923b-32eaef5af02e,
Kiski Area Upper Elementary School,-79.59463500976562,40.541404724121094,Primary,USA,e131d37e-a6fc-3b2f-9cdd-df048a631167,
Lake Nelson Seventh Day Adventist School,-74.4558334350586,40.54158020019531,Unknown,USA,3b4cf3ca-1d30-3a0b-9701-f3e804148517,
Public School 56 - The Louis Desario School,-74.21383666992188,40.54184341430664,Unknown,USA,368e4ce7-88a8-3e3f-947a-df3e189b3f79,
