ip_address,school_name,geo_school,district_code,district_type,hostname,phase2_match,asn,whois_org,is_hosting,strong_dns_match,ny_k12_domain,whois_match,fcc_match,score,confidence,distance_km
209.222.44.21,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-21.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.26,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-26.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.28,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-28.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.30,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-30.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.33,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-33.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.32,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-32.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.29,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-29.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.31,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-31.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.35,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-35.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.34,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-34.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.37,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-37.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.36,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-36.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.38,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-38.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.39,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-39.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.42,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-42.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.45,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-45.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.40,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-40.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.41,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-41.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.43,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-43.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.46,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-46.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.50,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-50.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.44,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-44.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.48,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-48.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.49,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-49.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.51,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-51.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.47,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-47.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.54,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-54.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.53,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-53.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.52,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-52.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.55,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-55.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.56,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-56.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.58,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-58.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.57,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-57.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.60,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-60.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.61,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-61.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.59,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-59.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.65,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-65.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.66,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-66.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.64,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-64.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.63,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-63.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.62,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-62.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.67,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-67.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.70,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-70.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.72,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-72.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.74,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-74.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.69,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-69.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.73,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-73.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.71,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-71.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.68,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-68.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.76,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-76.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.81,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-81.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.79,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-79.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.80,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-80.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.75,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-75.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.78,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-78.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.77,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-77.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.82,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-82.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.86,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-86.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.83,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-83.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.84,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-84.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.85,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-85.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.90,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-90.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.88,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-88.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.87,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-87.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.92,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-92.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.96,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-96.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.89,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-89.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.95,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-95.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.91,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-91.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.97,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-97.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.94,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-94.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.93,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-93.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.98,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-98.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.100,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-100.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.102,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-102.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.101,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-101.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.99,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-99.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.104,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-104.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.106,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-106.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.105,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-105.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.108,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-108.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.110,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-110.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.109,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-109.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.107,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-107.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.103,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-103.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.111,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-111.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.117,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-117.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.115,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-115.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.114,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-114.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.112,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-112.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.118,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-118.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.113,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-113.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.116,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-116.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.121,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-121.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.119,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-119.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.120,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-120.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.122,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-122.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.125,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-125.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.124,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-124.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.123,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-123.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.126,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-126.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.128,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-128.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.127,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-127.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.129,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-129.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.135,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-135.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.136,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-136.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.131,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-131.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.130,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-130.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.133,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-133.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.132,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-132.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.134,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-134.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.141,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-141.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.137,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-137.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.143,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-143.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.139,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-139.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.140,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-140.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.142,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-142.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.138,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-138.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.144,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-144.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.145,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-145.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.152,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-152.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.147,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-147.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.153,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-153.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.151,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-151.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.150,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-150.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.149,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-149.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.148,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-148.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.146,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-146.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.155,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-155.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.156,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-156.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.157,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-157.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.158,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-158.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.160,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-160.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.159,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-159.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.154,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-154.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.162,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-162.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.44.163,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-44-163.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
