ip_address,school_name,geo_school,district_code,district_type,hostname,phase2_match,asn,whois_org,is_hosting,strong_dns_match,ny_k12_domain,whois_match,fcc_match,score,confidence,distance_km
209.222.37.243,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-243.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.245,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-245.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.246,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-246.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.244,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-244.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.248,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-248.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.247,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-247.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.252,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-252.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.251,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-251.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.250,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-250.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.249,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-249.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.254,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-254.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.255,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-255.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.37.253,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-37-253.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.2,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-2.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.6,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-6.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.3,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-3.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.4,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-4.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.8,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-8.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.11,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-11.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.5,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-5.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.7,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-7.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.9,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-9.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.10,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-10.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.1,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-1.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.13,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-13.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.19,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-19.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.14,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-14.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.18,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-18.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.16,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-16.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.20,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-20.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.17,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-17.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.12,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-12.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.21,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-21.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.22,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-22.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.15,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-15.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.23,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-23.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.24,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-24.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.26,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-26.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.27,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-27.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.25,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-25.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.28,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-28.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.29,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-29.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.31,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-31.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.32,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-32.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.30,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-30.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.37,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-37.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.36,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-36.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.34,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-34.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.33,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-33.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.35,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-35.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.41,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-41.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.40,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-40.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.43,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-43.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.45,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-45.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.38,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-38.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.42,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-42.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.47,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-47.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.39,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-39.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.48,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-48.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.44,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-44.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.46,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-46.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.50,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-50.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.52,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-52.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.54,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-54.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.49,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-49.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.51,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-51.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.56,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-56.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.57,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-57.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.55,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-55.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.53,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-53.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.58,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-58.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.61,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-61.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.59,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-59.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.60,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-60.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.63,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-63.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.64,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-64.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.62,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-62.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.65,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-65.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.72,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-72.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.66,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-66.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.71,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-71.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.69,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-69.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.67,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-67.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.70,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-70.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.74,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-74.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.68,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-68.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.75,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-75.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.77,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-77.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.73,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-73.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.78,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-78.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.79,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-79.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.76,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-76.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.80,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-80.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.83,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-83.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.81,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-81.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.84,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-84.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.85,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-85.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.87,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-87.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.91,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-91.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.86,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-86.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.89,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-89.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.82,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-82.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.88,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-88.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.93,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-93.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.92,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-92.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.90,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-90.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.94,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-94.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.98,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-98.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.96,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-96.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.99,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-99.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.95,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-95.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.102,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-102.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.101,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-101.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.97,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-97.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.100,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-100.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.103,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-103.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.104,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-104.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.107,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-107.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.109,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-109.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.106,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-106.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.105,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-105.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.110,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-110.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.111,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-111.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.108,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-108.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.113,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-113.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.115,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-115.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.116,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-116.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.112,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-112.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.117,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-117.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.114,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-114.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.118,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-118.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.121,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-121.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.122,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-122.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.124,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-124.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.120,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-120.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.123,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-123.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
209.222.38.119,Monroe Woodbury Middle School,Monroe-Woodbury Central School District,mw,public,mwcsd-209-222-38-119.mw.k12.ny.us,match,19963,Dutchess County BOCES,no,yes,yes,yes,no,3,high,
