cidr,school_name,reason
2a02:26f7:f6f9:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f3:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7080:f548::/45,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6cc:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6da:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b380:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.125.162.248/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6fc:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f1:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
69.204.159.0/24,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.87.172/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.213.255.232/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.97.237.76/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.213.141.236/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.103.164.184/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f0:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.105.199.216/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.213.245.0/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f4:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.105.199.168/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7080:f580::/41,Cooperstown Elementary School,no_phase2_match_or_timed_out
184.74.62.208/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b400:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ed:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.97.7.212/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
150.221.9.184/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
76.37.218.0/24,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.213.237.68/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.77.104/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
50.75.114.132/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
50.75.54.104/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2604:6000:9fc0:2e::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.76.0/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.125.105.232/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
72.43.32.224/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
76.180.186.0/24,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.97.193.224/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.213.60/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.97.220.208/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7082:1d00::/40,Cooperstown Elementary School,no_phase2_match_or_timed_out
72.45.221.112/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
72.45.249.160/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.169.94.28/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7080:f542::/50,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.105.157.24/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2604:6000:6fc0:109::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.103.214.208/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
72.43.248.44/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.103.211.88/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ee:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.105.107.112/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7080:f550::/44,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.183.120/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
72.45.236.60/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
50.75.77.112/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d9:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
2604:6000:dfc0:1c::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
198.179.113.16/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b408:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.174.48/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7080:f520::/44,Cooperstown Elementary School,no_phase2_match_or_timed_out
2603:7080:f53e::/47,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.213.249.120/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d8:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
184.74.114.200/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6e0:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
184.74.80.224/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.80.208/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.222.196/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
69.193.69.144/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
50.75.5.48/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ef:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
69.193.44.72/29,Cooperstown Elementary School,no_phase2_match_or_timed_out
150.221.18.120/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
69.193.65.196/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6dc:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.105.174.176/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.39.182.120/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.103.164.96/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b384:a49d::/64,Cooperstown Elementary School,no_phase2_match_or_timed_out
208.125.36.12/30,Cooperstown Elementary School,no_phase2_match_or_timed_out
24.213.207.64/28,Cooperstown Elementary School,no_phase2_match_or_timed_out
2600:4041:67f0::/44,Willow Field Elementary School,no_phase2_match_or_timed_out
24.103.144.216/30,Willow Field Elementary School,no_phase2_match_or_timed_out
50.75.117.48/29,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b381:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b380:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6da:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ef:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6e0:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
184.74.69.248/29,Willow Field Elementary School,no_phase2_match_or_timed_out
2603:7080:1580::/41,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.83.128/30,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.29.96/30,Willow Field Elementary School,no_phase2_match_or_timed_out
50.75.95.144/30,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.23.96/29,Willow Field Elementary School,no_phase2_match_or_timed_out
69.193.112.136/29,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b38c:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.169.73.48/29,Willow Field Elementary School,no_phase2_match_or_timed_out
71.115.148.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
208.105.219.8/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b382:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6dc:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.213.190.248/30,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.216.40/30,Willow Field Elementary School,no_phase2_match_or_timed_out
108.26.61.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.181.216/29,Willow Field Elementary School,no_phase2_match_or_timed_out
184.74.109.32/29,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.250.8/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f0:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.105.112/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.58.240.214/32,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f2:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f3:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ed:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.89.168/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6e9:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
69.193.106.80/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b385:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
71.176.83.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
208.105.203.84/30,Willow Field Elementary School,no_phase2_match_or_timed_out
150.221.34.72/30,Willow Field Elementary School,no_phase2_match_or_timed_out
71.126.5.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
108.26.27.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
104.252.239.158/32,Willow Field Elementary School,no_phase2_match_or_timed_out
2603:7080:1500::/42,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d0:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.83.36/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.58.52.155/32,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b388:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b389:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f9:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.229.184/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6cc:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.58.240.210/32,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.229.232/30,Willow Field Elementary School,no_phase2_match_or_timed_out
69.193.95.196/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.169.91.48/29,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.88.24/30,Willow Field Elementary School,no_phase2_match_or_timed_out
74.106.202.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b400:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
208.105.130.80/29,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6c1:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f4:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
208.125.77.24/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f8:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
74.111.16.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ee:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.60.176/29,Willow Field Elementary School,no_phase2_match_or_timed_out
108.183.196.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
208.125.71.176/29,Willow Field Elementary School,no_phase2_match_or_timed_out
184.74.111.64/29,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.32.176/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.220.224/30,Willow Field Elementary School,no_phase2_match_or_timed_out
208.125.216.124/30,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.240.160/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2603:7080:1540::/42,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.93.216/29,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6cd:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
72.43.37.192/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b404:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
208.105.204.132/30,Willow Field Elementary School,no_phase2_match_or_timed_out
208.125.69.96/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.252.236/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.58.52.77/32,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6e1:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.247.112/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d8:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
74.111.40.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6f1:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
184.74.88.152/29,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.103.176/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2600:1017:b0cb:c000::/50,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6c4:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
45.39.218.183/32,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6ec:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
50.75.66.0/30,Willow Field Elementary School,no_phase2_match_or_timed_out
71.115.224.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d9:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.246.84/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.103.161.220/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b408:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.169.109.172/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.111.232/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.58.240.202/32,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.26.64/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.58.240.206/32,Willow Field Elementary School,no_phase2_match_or_timed_out
24.169.86.88/29,Willow Field Elementary School,no_phase2_match_or_timed_out
72.75.241.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
208.125.99.176/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:b384:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2603:7080:1600::/40,Willow Field Elementary School,no_phase2_match_or_timed_out
184.74.88.248/29,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.103.96/27,Willow Field Elementary School,no_phase2_match_or_timed_out
108.12.32.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
71.115.128.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
2600:4041:6800::/38,Willow Field Elementary School,no_phase2_match_or_timed_out
108.183.209.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
71.176.112.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.179.64/29,Willow Field Elementary School,no_phase2_match_or_timed_out
108.12.26.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.93.32/29,Willow Field Elementary School,no_phase2_match_or_timed_out
172.252.36.56/32,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6fc:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d5:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6d4:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.53.16/30,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.211.176/29,Willow Field Elementary School,no_phase2_match_or_timed_out
184.74.61.200/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2604:6000:bfc0:f::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.103.163.40/29,Willow Field Elementary School,no_phase2_match_or_timed_out
24.97.216.40/29,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6e8:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
108.183.199.0/24,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6c0:a481::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
24.39.86.240/30,Willow Field Elementary School,no_phase2_match_or_timed_out
2604:6000:bfc0:10::/64,Willow Field Elementary School,no_phase2_match_or_timed_out
2a02:26f7:f6e8:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6dc:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b408:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b385:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6e0:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f2:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6d5:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b381:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6ee:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f9:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b388:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b380:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6d9:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f1:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b389:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6e1:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
24.129.251.128/27,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6d8:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b382:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6e9:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6ed:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f3:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6d4:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b384:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
24.129.249.160/27,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6c1:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b404:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6cc:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f0:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f4:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
205.159.248.0/24,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6ef:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b400:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6c0:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6c4:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:b38c:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6cd:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6f8:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
24.144.241.85/32,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6ec:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6da:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6fc:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
2a02:26f7:f6d0:a4c9::/64,Cattaraugus Central High School,no_phase2_match_or_timed_out
152.193.137.0/25,Farmingdale High School,no_phase2_match_or_timed_out
12.15.97.0/26,Farmingdale High School,no_phase2_match_or_timed_out
108.14.255.0/24,Farmingdale High School,no_phase2_match_or_timed_out
66.54.162.216/29,Farmingdale High School,no_phase2_match_or_timed_out
108.46.31.0/24,Farmingdale High School,no_phase2_match_or_timed_out
2600:1017:b4ba:4000::/51,Farmingdale High School,no_phase2_match_or_timed_out
38.93.180.64/29,Farmingdale High School,no_phase2_match_or_timed_out
108.46.173.0/24,Farmingdale High School,no_phase2_match_or_timed_out
71.247.36.0/24,Farmingdale High School,no_phase2_match_or_timed_out
108.14.64.0/24,Farmingdale High School,no_phase2_match_or_timed_out
2600:4041:5298::/45,Farmingdale High School,no_phase2_match_or_timed_out
71.183.205.0/24,Farmingdale High School,no_phase2_match_or_timed_out
108.27.220.0/24,Farmingdale High School,no_phase2_match_or_timed_out
71.190.95.0/24,Farmingdale High School,no_phase2_match_or_timed_out
98.116.110.0/24,Farmingdale High School,no_phase2_match_or_timed_out
144.232.163.180/30,Farmingdale High School,no_phase2_match_or_timed_out
74.101.92.0/24,Farmingdale High School,no_phase2_match_or_timed_out
2600:4808:180::/41,Farmingdale High School,no_phase2_match_or_timed_out
38.93.178.128/25,Farmingdale High School,no_phase2_match_or_timed_out
2600:4041:5282::/47,Farmingdale High School,no_phase2_match_or_timed_out
152.193.52.64/28,Farmingdale High School,no_phase2_match_or_timed_out
152.193.53.0/24,Farmingdale High School,no_phase2_match_or_timed_out
173.77.81.0/24,Farmingdale High School,no_phase2_match_or_timed_out
2600:4808:120::/43,Farmingdale High School,no_phase2_match_or_timed_out
152.193.52.80/29,Farmingdale High School,no_phase2_match_or_timed_out
