cidr,school_name,reason
100.2.103.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.111.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.2.114.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.125.0/24,Ann MacArthur Primary School,no_phase2_match_or_timed_out
100.2.130.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.136.0/24,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
100.2.140.0/24,Sewanhaka High School,no_phase2_match_or_timed_out
100.2.145.0/24,Elisabeth Irwin High School,no_phase2_match_or_timed_out
100.2.149.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.160.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.163.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.167.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.175.0/24,Belmont Elementary School,no_phase2_match_or_timed_out
100.2.179.0/24,Cornwall Central Middle School,no_phase2_match_or_timed_out
100.2.183.0/24,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
100.2.189.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.2.195.0/24,Marion G. Vedder Elementary School,no_phase2_match_or_timed_out
100.2.20.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.203.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.21.0/24,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
100.2.219.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.221.0/24,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
100.2.224.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.2.227.0/24,Highview School,no_phase2_match_or_timed_out
100.2.231.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.232.0/24,Mount Kisco Elementary School,no_phase2_match_or_timed_out
100.2.238.0/24,Middle School X101 Edward R Byrne,no_phase2_match_or_timed_out
100.2.248.0/24,Middle School X101 Edward R Byrne,no_phase2_match_or_timed_out
100.2.251.0/24,Marion G. Vedder Elementary School,no_phase2_match_or_timed_out
100.2.26.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.2.3.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.2.30.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.2.31.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.34.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.35.0/24,Middle School X101 Edward R Byrne,no_phase2_match_or_timed_out
100.2.42.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.2.51.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.2.58.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.6.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.2.64.0/24,Mount Kisco Elementary School,no_phase2_match_or_timed_out
100.2.75.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.76.0/24,Sewanhaka High School,no_phase2_match_or_timed_out
100.2.78.0/24,Middle School X101 Edward R Byrne,no_phase2_match_or_timed_out
100.2.83.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.84.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.2.9.0/24,Howard T. Herber Middle School,no_phase2_match_or_timed_out
100.2.91.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.2.92.0/24,Middle School X101 Edward R Byrne,no_phase2_match_or_timed_out
100.2.98.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.33.101.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.33.107.0/24,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
100.33.128.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.33.13.0/24,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
100.33.143.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.33.146.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.33.240.0/24,Susan E. Wiley Elementary School,no_phase2_match_or_timed_out
100.33.253.0/24,Mount Kisco Elementary School,no_phase2_match_or_timed_out
100.33.39.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.33.42.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.33.43.0/24,Highview School,no_phase2_match_or_timed_out
100.33.55.0/24,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
100.33.60.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.33.64.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.33.74.0/24,Dogwood Elementary School,no_phase2_match_or_timed_out
100.33.83.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.33.92.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.35.56.0/24,Landmark High School,no_phase2_match_or_timed_out
100.35.9.0/24,Hunter College Campus Schools,no_phase2_match_or_timed_out
100.37.101.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.37.107.0/24,Mohansic Elementary School,no_phase2_match_or_timed_out
100.37.149.0/24,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
100.37.151.0/24,Fox Lane Middle School,no_phase2_match_or_timed_out
100.37.152.0/24,Ann MacArthur Primary School,no_phase2_match_or_timed_out
100.37.157.0/24,Elisabeth Irwin High School,no_phase2_match_or_timed_out
100.37.159.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.37.161.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.37.169.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.37.177.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.37.192.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.37.193.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.37.212.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
100.37.213.0/24,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
100.37.226.0/24,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
100.37.230.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.37.231.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.37.243.0/24,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
100.37.82.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
100.37.90.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.38.106.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.38.107.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
100.38.117.0/24,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
100.38.118.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.38.119.0/24,Peekskill Middle School,no_phase2_match_or_timed_out
100.38.134.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.38.137.0/24,Belmont Elementary School,no_phase2_match_or_timed_out
100.38.154.0/24,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
100.38.158.0/24,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
100.38.16.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.38.18.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.38.221.0/24,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
100.38.222.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.38.224.0/24,Waverly Park Elementary School,no_phase2_match_or_timed_out
100.38.232.0/24,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
100.38.235.0/24,Belmont Elementary School,no_phase2_match_or_timed_out
100.38.237.0/24,Santapogue Elementary School,no_phase2_match_or_timed_out
100.38.239.0/24,Hunter College Campus Schools,no_phase2_match_or_timed_out
100.38.243.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
100.38.245.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.38.247.0/24,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
100.38.249.0/24,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
100.38.254.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.38.27.0/24,Mount Kisco Elementary School,no_phase2_match_or_timed_out
100.38.33.0/24,Highview School,no_phase2_match_or_timed_out
100.38.35.0/24,Mount Kisco Elementary School,no_phase2_match_or_timed_out
100.38.38.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.38.62.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.38.63.0/24,Belmont Elementary School,no_phase2_match_or_timed_out
100.38.69.0/24,Fox Lane Middle School,no_phase2_match_or_timed_out
100.38.78.0/24,Forest Hills High School,no_phase2_match_or_timed_out
100.38.92.0/24,Hunter College Campus Schools,no_phase2_match_or_timed_out
100.40.148.0/24,Highview School,no_phase2_match_or_timed_out
100.40.149.0/24,Harding Avenue Elementary School,no_phase2_match_or_timed_out
100.40.188.0/24,Round Hill Elementary School,no_phase2_match_or_timed_out
100.40.189.0/24,Fishkill Elementary School,no_phase2_match_or_timed_out
100.8.168.0/24,Landmark High School,no_phase2_match_or_timed_out
100.8.65.0/24,Landmark High School,no_phase2_match_or_timed_out
104.129.152.0/24,Fallsburg Junior Senior High School,no_phase2_match_or_timed_out
104.148.208.0/25,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.128/28,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.144/32,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.146/31,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.148/30,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.152/29,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.160/27,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.208.192/26,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.148.209.0/24,"Columbia Secondary School For Math, Science And Engineering",no_phase2_match_or_timed_out
104.158.74.0/25,Grant C. Madill Elementary School,no_phase2_match_or_timed_out
104.162.201.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
104.162.205.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
104.162.206.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
104.162.208.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
104.162.219.0/24,Hanson Place Seventh-Day Adventist Elementary School,no_phase2_match_or_timed_out
104.162.32.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.33.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.34.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.35.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.38.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.39.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.40.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.41.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.42.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.43.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.44.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.45.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.162.47.0/24,Rhinebeck High School,no_phase2_match_or_timed_out
104.163.144.128/26,Rouses Point Elementary School,no_phase2_match_or_timed_out
104.166.122.0/24,Malverne Union Free School District,no_phase2_match_or_timed_out
104.168.107.131/32,Voorheesville Elementary School,no_phase2_match_or_timed_out
104.194.36.0/24,Madison Elementary School,no_phase2_match_or_timed_out
104.195.154.128/25,Lorraine Elementary School,no_phase2_match_or_timed_out
104.225.191.216/29,Windsor Elementary School,no_phase2_match_or_timed_out
104.228.60.0/24,Fabius-Pompey Middle School-High School,no_phase2_match_or_timed_out
104.229.185.0/24,North Broad Elementary School,no_phase2_match_or_timed_out
104.229.189.0/24,John F. Kennedy Middle School,no_phase2_match_or_timed_out
104.229.228.0/24,Whitehall Elementary School,no_phase2_match_or_timed_out
104.234.83.0/24,General Bruce C. Clark Junior/Senior High School,no_phase2_match_or_timed_out
104.247.35.128/26,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.35.192/28,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.35.208/31,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.35.211/32,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.35.212/30,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.35.216/29,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.35.224/27,Ann MacArthur Primary School,no_phase2_match_or_timed_out
104.247.49.128/26,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
104.247.49.192/27,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
104.247.49.224/29,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
104.247.49.240/28,Richard S. Sherman - Great Neck North Middle School,no_phase2_match_or_timed_out
104.247.84.40/29,North Broad Elementary School,no_phase2_match_or_timed_out
104.250.94.0/25,Madison Elementary School,no_phase2_match_or_timed_out
104.252.227.51/32,Rhinebeck High School,no_phase2_match_or_timed_out
104.252.231.105/32,Rhinebeck High School,no_phase2_match_or_timed_out
104.252.231.165/32,Forest Hills High School,no_phase2_match_or_timed_out
104.252.231.199/32,Byram Hills High School,no_phase2_match_or_timed_out
104.252.231.201/32,Byram Hills High School,no_phase2_match_or_timed_out
104.252.231.207/32,Byram Hills High School,no_phase2_match_or_timed_out
104.252.239.103/32,Santapogue Elementary School,no_phase2_match_or_timed_out
104.252.239.141/32,Byram Hills High School,no_phase2_match_or_timed_out
104.252.239.187/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.252.239.220/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.252.239.77/32,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
104.252.241.3/32,Jordan-Elbridge Senior High School,no_phase2_match_or_timed_out
104.252.241.34/32,Jordan-Elbridge Senior High School,no_phase2_match_or_timed_out
104.252.241.91/32,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
104.252.35.220/32,Rhinebeck High School,no_phase2_match_or_timed_out
104.252.35.4/32,Byram Hills High School,no_phase2_match_or_timed_out
104.253.38.192/32,Bay Shore High School,no_phase2_match_or_timed_out
104.253.38.89/32,Homer High School,no_phase2_match_or_timed_out
104.253.51.107/32,Santapogue Elementary School,no_phase2_match_or_timed_out
104.253.51.109/32,Abraham Wing Elementary School,no_phase2_match_or_timed_out
104.253.51.117/32,Santapogue Elementary School,no_phase2_match_or_timed_out
104.253.51.50/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.253.51.53/32,Seaford Harbor Elementary School,no_phase2_match_or_timed_out
104.253.51.58/32,Belmont Elementary School,no_phase2_match_or_timed_out
104.253.51.86/32,Dogwood Elementary School,no_phase2_match_or_timed_out
104.253.51.89/32,Idle Hour Elementary School,no_phase2_match_or_timed_out
104.253.51.90/32,Byram Hills High School,no_phase2_match_or_timed_out
104.28.109.97/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.109.98/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.110.122/31,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.110.124/31,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.110.126/31,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.110.128/31,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.132.153/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.132.154/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.132.155/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.132.156/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.132.157/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.132.158/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.132.159/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.132.160/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.132.79/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.132.80/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.172.179/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.172.180/30,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.172.184/31,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.174.217/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.174.218/31,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.174.220/30,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.175.156/30,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.175.160/31,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.175.162/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.196.152/30,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.196.156/31,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.196.158/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.196.211/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.196.212/30,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.196.216/31,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.204.204/30,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.204.208/31,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.204.210/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.206.246/31,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.206.248/30,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.206.252/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.207.187/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.207.188/30,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.207.192/31,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.228.152/30,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.228.156/31,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.228.158/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.228.211/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.228.212/30,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.228.216/31,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.236.204/30,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.236.208/31,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.236.210/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.238.246/31,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.238.248/30,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.238.252/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.239.187/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.239.188/30,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.239.192/31,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.24.143/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.24.144/30,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.24.148/31,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.24.202/31,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.24.204/30,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.24.208/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.39.168/31,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.39.170/31,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.39.172/31,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.39.174/31,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.39.43/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.39.44/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.55.79/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.55.80/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.56.11/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.56.12/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.56.13/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.56.14/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.56.15/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.56.16/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.56.17/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.56.18/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.57.79/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.57.80/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.58.11/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.58.12/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.58.13/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.58.14/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.58.15/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.58.16/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.58.17/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.58.18/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.76.107/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.76.108/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.77.189/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.77.190/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.77.191/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.77.192/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.77.193/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.77.194/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.77.195/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.77.196/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.78.107/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.78.108/32,Fishkill Elementary School,no_phase2_match_or_timed_out
104.28.79.189/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.79.190/32,Cherry Avenue Elementary School,no_phase2_match_or_timed_out
104.28.79.191/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.79.192/32,Edmund W. Miles Middle School,no_phase2_match_or_timed_out
104.28.79.193/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.79.194/32,Harding Avenue Elementary School,no_phase2_match_or_timed_out
104.28.79.195/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
104.28.79.196/32,John G. Dinkelmeyer Elementary School,no_phase2_match_or_timed_out
107.0.81.64/26,Fishkill Elementary School,no_phase2_match_or_timed_out
107.153.207.0/24,Byram Hills High School,no_phase2_match_or_timed_out
107.179.183.0/24,Grant C. Madill Elementary School,no_phase2_match_or_timed_out
107.179.226.0/24,Grant C. Madill Elementary School,no_phase2_match_or_timed_out
107.181.27.0/24,Hunter College Campus Schools,no_phase2_match_or_timed_out
107.181.30.0/24,Hunter College Campus Schools,no_phase2_match_or_timed_out
107.19.16.0/26,Idle Hour Elementary School,no_phase2_match_or_timed_out
107.19.16.165/32,Fallsburg Junior Senior High School,no_phase2_match_or_timed_out
107.19.16.64/27,Fallsburg Junior Senior High School,no_phase2_match_or_timed_out
107.19.17.245/32,North Broad Elementary School,no_phase2_match_or_timed_out
107.190.116.0/24,Madison Elementary School,no_phase2_match_or_timed_out
107.191.148.0/27,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.128/25,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.32/30,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.36/31,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.39/32,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.40/29,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.48/28,Byram Hills High School,no_phase2_match_or_timed_out
107.191.148.64/26,Byram Hills High School,no_phase2_match_or_timed_out
107.191.149.0/24,Byram Hills High School,no_phase2_match_or_timed_out
108.1.100.0/24,Susan E. Wiley Elementary School,no_phase2_match_or_timed_out
