school_name,total_ips,high,medium,low,best_score,best_ip,best_hostname
Corpus Christi School,0,0,0,0,0,,
Chaminade High School,0,0,0,0,0,,
Columbia School,0,0,0,0,0,,
Academy of the Sacred Heart High School,0,0,0,0,0,,
Public School 120,0,0,0,0,0,,
General Theological Seminary,0,0,0,0,0,,
Public School 46,0,0,0,0,0,,
Jackson Avenue School,0,0,0,0,0,,
Jubilee Center,0,0,0,0,0,,
Hampton Street School,0,0,0,0,0,,
Speedway School,0,0,0,0,0,,
Lafrancis Hardiman / Dr. Martin Luther King Jr. Elementary Schools,0,0,0,0,0,,
Lolly's Learning Center,0,0,0,0,0,,
Lil' Reading Scientists,0,0,0,0,0,,
High School of Fashion Industries,0,0,0,0,0,,
Holy Cross School,0,0,0,0,0,,
CCBD School of New York,0,0,0,0,0,,
Burnet Street Elementary School,0,0,0,0,0,,
ACE Institute of Technology,0,0,0,0,0,,
Kathryn M. Phelan  School - P.S. 11,0,0,0,0,0,,
Chatham Middle School,0,0,0,0,0,,
Public School 89 Elmhurst,0,0,0,0,0,,
Saint Sebastian's R.C. School,0,0,0,0,0,,
Hoboken Catholic Academy,0,0,0,0,0,,
PS 150,0,0,0,0,0,,
Chaminade High School,0,0,0,0,0,,
Guardian Angel School,0,0,0,0,0,,
Milton L. Olive Middle School,0,0,0,0,0,,
Wickshire School,0,0,0,0,0,,
Wyandanch Memorial High School,0,0,0,0,0,,
Fork Lane Elementary School,0,0,0,0,0,,
Oakdale - Bohemia Middle School,0,0,0,0,0,,
Mosaic Pre-K Center,0,0,0,0,0,,
P.S. 28 - The Thomas Emanuel Early Childhood Center,0,0,0,0,0,,
W. Tresper Clarke Middle/High School,0,0,0,0,0,,
"PS/IS 78Q The Robert F. Wagner, Jr. School",0,0,0,0,0,,
Willis Avenue School,0,0,0,0,0,,
South Mountain Elementary School,0,0,0,0,0,,
Hamilton School,0,0,0,0,0,,
W. Tresper Clarke High School,0,0,0,0,0,,
Joseph F. Brandt Middle School,0,0,0,0,0,,
New Jersey Coffee School,0,0,0,0,0,,
Hoboken High School,0,0,0,0,0,,
Milton Avenue Elementary School,0,0,0,0,0,,
Holy Trinity Diocesan High School,0,0,0,0,0,,
Washington Middle School,0,0,0,0,0,,
P.S. 361Q The Woodside Community School,0,0,0,0,0,,
East Islip Middle School,0,0,0,0,0,,
Marshall Elementary School,0,0,0,0,0,,
Saint Paul of the Cross School,0,0,0,0,0,,
Christa McAuliffe School - PS 28,0,0,0,0,0,,
Former Martin Luther King Junior Elementary School,0,0,0,0,0,,
W.T. Clarke Middle School,0,0,0,0,0,,
Nicolas Copernicus Number 25 Elementary School,0,0,0,0,0,,
Nassau School,0,0,0,0,0,,
International Wine Center (IWC),0,0,0,0,0,,
Far Brook School,0,0,0,0,0,,
East Islip ECC,0,0,0,0,0,,
South Orange Middle School,0,0,0,0,0,,
Public School 19,0,0,0,0,0,,
Parkville School,0,0,0,0,0,,
Public School 69,0,0,0,0,0,,
Chatham Day School,0,0,0,0,0,,
Kings Road Elementary School,0,0,0,0,0,,
Public School 33,0,0,0,0,0,,
Public School 16 - Nancy Debenittis School,0,0,0,0,0,,
Plaza College,0,0,0,0,0,,
Lincoln Number 3 Elementary School,0,0,0,0,0,,
Intermediate School 237,0,0,0,0,0,,
Edward J. Bosti Elementary School,0,0,0,0,0,,
Avenues,0,0,0,0,0,,
Manor Oaks William R. Bowie Elementary School,0,0,0,0,0,,
Public School Q186 Castlewood,0,0,0,0,0,,
John F. Kennedy Middle School,0,0,0,0,0,,
McKinley Elementary School,0,0,0,0,0,,
IS 429,0,0,0,0,0,,
East-West School of International Studies,0,0,0,0,0,,
Renaissance Charter School,0,0,0,0,0,,
Newark Christian School,0,0,0,0,0,,
Blue Point School,0,0,0,0,0,,
Dutch Lane Elementary School,0,0,0,0,0,,
Harrison High School,0,0,0,0,0,,
Lyceum Kennedy French American School,0,0,0,0,0,,
East Newark Public Elementary School,0,0,0,0,0,,
Public School Q222,0,0,0,0,0,,
School of Transfiguration,0,0,0,0,0,,
Notre Dame School,0,0,0,0,0,,
Sussex Avenue Elementary School,0,0,0,0,0,,
Muslim Center Junior High School,0,0,0,0,0,,
Deerfield Elementary School,0,0,0,0,0,,
Southwest Elementary School,0,0,0,0,0,,
Lyceum Kennedy International School,0,0,0,0,0,,
Wallace School,0,0,0,0,0,,
East Islip High School,0,0,0,0,0,,
Saint Joan of Arc School,0,0,0,0,0,,
Parent Resource Center @ Abraham Lincoln School,0,0,0,0,0,,
Academy of American Studies,0,0,0,0,0,,
Queens Center for Progress,0,0,0,0,0,,
Gladys Hillman-Jones Middle School,0,0,0,0,0,,
May Moore Elementary School,0,0,0,0,0,,
Newcomers School,0,0,0,0,0,,
May Moore Primary School,0,0,0,0,0,,
Saint Joseph's Parochial School,0,0,0,0,0,,
Benjamin Cardozo High School,0,0,0,0,0,,
Dionne Warwick Institute,0,0,0,0,0,,
Cherry Lane Elementary School,0,0,0,0,0,,
Lincoln Avenue Elementary School,0,0,0,0,0,,
Rushmore Avenue School,0,0,0,0,0,,
Cresthill Academy Day Care and Preschool,0,0,0,0,0,,
Oratory School,0,0,0,0,0,,
The Hector Figueroa School,0,0,0,0,0,,
Newark Academy,0,0,0,0,0,,
Saint Marys School,0,0,0,0,0,,
Public School 152,0,0,0,0,0,,
P.S. 212Q School of Cyberscience and Literacy,0,0,0,0,0,,
I.S. 230Q School for Civics in the Community,0,0,0,0,0,,
Saint Anne's School,0,0,0,0,0,,
Holy Family School,0,0,0,0,0,,
Roseville Avenue Elementary School,0,0,0,0,0,,
Ruth C. Kinney Elementary School,0,0,0,0,0,,
Cicely Tyson School of Performing and Fine Arts,0,0,0,0,0,,
Sylvan Avenue Elementary School,0,0,0,0,0,,
Alfred E. Zampella Elementary School #27,0,0,0,0,0,,
Marylawn of the Oranges High School,0,0,0,0,0,,
Langston Hughes School,0,0,0,0,0,,
Montrose School,0,0,0,0,0,,
Edward J Bosti Elementary School,0,0,0,0,0,,
Carle Place Schools,0,0,0,0,0,,
Intermediate School 145 Joseph Pulitzer,0,0,0,0,0,,
Queens Lutheran School,0,0,0,0,0,,
Garden School,0,0,0,0,0,,
Denton Avenue Elementary School,0,0,0,0,0,,
Public School 244Q,0,0,0,0,0,,
Dryden Street Elementary School,0,0,0,0,0,,
Bethpage High School,0,0,0,0,0,,
Saul and Evelyn Epstein Teaching Center,0,0,0,0,0,,
Baccalaureate School for Global Education,0,0,0,0,0,,
Torey J Sabatini Elementary School,0,0,0,0,0,,
Torey J Sabatini Elementary School,0,0,0,0,0,,
United Nations School,0,0,0,0,0,,
Saints Cyril and Methodius School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Public School 149 - Christa McAuliffe,0,0,0,0,0,,
Torey J. Sabatini Elementary School Grounds,0,0,0,0,0,,
Saint Brigid - Our Lady of Hope Regional School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Public School 143 - Louis Armstrong,0,0,0,0,0,,
South Mountain Annex,0,0,0,0,0,,
Carle Place Middle/High School,0,0,0,0,0,,
Washington Academy Elementary School,0,0,0,0,0,,
McKinley School,0,0,0,0,0,,
Newstead School,0,0,0,0,0,,
Ecole T Louverture Elementary School,0,0,0,0,0,,
Saint Cecilia School,0,0,0,0,0,,
Connetquot Elementary School,0,0,0,0,0,,
Public School 92 - Harry T. Stewart Senior,0,0,0,0,0,,
Repertory Company High School for Theatre Arts,0,0,0,0,0,,
Thomas A Edision Elementary School,0,0,0,0,0,,
Frank Sinatra School of the Arts,0,0,0,0,0,,
Saint Michael's Grammar School,0,0,0,0,0,,
Middle School 158 Marie Curie,0,0,0,0,0,,
The Neighborhood Playhouse School of the Theater,0,0,0,0,0,,
Corpus Christi School,0,0,0,0,0,,
Madison Junior School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Public School 18,0,0,0,0,0,,
Hemlock Park Elementary School,0,0,0,0,0,,
William C Bryant High School,0,0,0,0,0,,
B'nai Jeshurun Early Childhood School,0,0,0,0,0,,
West Middle School,0,0,0,0,0,,
Public School 112,0,0,0,0,0,,
Faith Bible Seminary,0,0,0,0,0,,
Technology High School,0,0,0,0,0,,
Madison Montessori School,0,0,0,0,0,,
Public School 166,0,0,0,0,0,,
Monsignor McClancy Memorial High School,0,0,0,0,0,,
Old Country Road School,0,0,0,0,0,,
Helen M. Marshall School,0,0,0,0,0,,
I.S. 227 - Louis Armstrong Middle School,0,0,0,0,0,,
Public School 31,0,0,0,0,0,,
Heywood Avenue Elementary School,0,0,0,0,0,,
Tremont Avenue School,0,0,0,0,0,,
Magic Kingdom Day Nursery School,0,0,0,0,0,,
State Teachers College,0,0,0,0,0,,
Charles Campagne Elementary School,0,0,0,0,0,,
PS 148 - The Ruby G Allen School,0,0,0,0,0,,
Happy Dragon Preschool,0,0,0,0,0,,
Center Street Elementary School,0,0,0,0,0,,
Saint Vincent Martyr School,0,0,0,0,0,,
Schechter School of Long Island,0,0,0,0,0,,
Sacred Heart Institute,0,0,0,0,0,,
Hicksville High School,0,0,0,0,0,,
Drexel Avenue Elementary School,0,0,0,0,0,,
North Side School,0,0,0,0,0,,
Kearny Christian Academy,0,0,0,0,0,,
Saint Aidan School - East Campus,0,0,0,0,0,,
Saint Aidan School,0,0,0,0,0,,
Sayville Middle School,0,0,0,0,0,,
Public School 111 Jacob Blackwell,0,0,0,0,0,,
Holy Cross School,0,0,0,0,0,,
Public School 20,0,0,0,0,0,,
Rainbow Montessori School,0,0,0,0,0,,
Saint Aidan School - West Campus,0,0,0,0,0,,
P.S. 211Q North Hills,0,0,0,0,0,,
Sycamore Avenue Elementary School,0,0,0,0,0,,
Carousel Day School,0,0,0,0,0,,
Sunrise Drive Elementary School,0,0,0,0,0,,
Lee Avenue Elementary School,0,0,0,0,0,,
Most Precious Blood School,0,0,0,0,0,,
High School of Art and Design,0,0,0,0,0,,
Herricks Public Schools,0,0,0,0,0,,
Public School 59,0,0,0,0,0,,
James Wilson Young Middle School,0,0,0,0,0,,
Eastern Christian Institute,0,0,0,0,0,,
Mildred B Garvin Micro Society School,0,0,0,0,0,,
bitsbytescode,0,0,0,0,0,,
Saint Rose Industrial School,0,0,0,0,0,,
I.S. 10,0,0,0,0,0,,
Creative Hands,0,0,0,0,0,,
Shelter Rock Academy,0,0,0,0,0,,
Laboratory Institute of Merchandising,0,0,0,0,0,,
Mando Mandarin,0,0,0,0,0,,
Junior High School 189,0,0,0,0,0,,
Sahra & William M Lese Religious School,0,0,0,0,0,,
Doctor William H Horton Elementary School,0,0,0,0,0,,
The Actors Studio,0,0,0,0,0,,
Gordon Parks Academy Elementary School,0,0,0,0,0,,
Hudson County Schools of Technology,0,0,0,0,0,,
Kreamer Street Elementary School,0,0,0,0,0,,
Laurel Park Elementary School,0,0,0,0,0,,
Kon Wah Day School,0,0,0,0,0,,
Roberto Clemente Elementary School,0,0,0,0,0,,
Loretta Park Elementary School,0,0,0,0,0,,
John F. Kennedy Intermediate School,0,0,0,0,0,,
Public School 76,0,0,0,0,0,,
South Ocean Middle School,0,0,0,0,0,,
Renanim International School,0,0,0,0,0,,
Branch Brook School,0,0,0,0,0,,
Public School 212,0,0,0,0,0,,
Colin Powell Elementary School,0,0,0,0,0,,
Central Avenue Elementary School,0,0,0,0,0,,
Holy Angels Regional School,0,0,0,0,0,,
Midtown West School PS 212,0,0,0,0,0,,
The Beacon School,0,0,0,0,0,,
Montessori Childrens Academy School,0,0,0,0,0,,
Lexington School and Center for the Deaf,0,0,0,0,0,,
Bay Elementary School,0,0,0,0,0,,
Hicksville Middle School,0,0,0,0,0,,
M408 Professional Performing Arts High School,0,0,0,0,0,,
Our Lady of Fatima School,0,0,0,0,0,,
Kearny High School,0,0,0,0,0,,
Public School 51,0,0,0,0,0,,
Miftaahul Uloom Academy,0,0,0,0,0,,
Mother Seton School,0,0,0,0,0,,
Saint Gabriel's School,0,0,0,0,0,,
P.S. 022,0,0,0,0,0,,
James E. Allen Alternative School,0,0,0,0,0,,
Public School 70,0,0,0,0,0,,
John F Kennedy Number 7 Elementary School,0,0,0,0,0,,
Rafael Hernandez Elementary School,0,0,0,0,0,,
Bellport Middle School,0,0,0,0,0,,
Hudson Elementary School,0,0,0,0,0,,
Veterans' Memorial School,0,0,0,0,0,,
Saint Josephs School,0,0,0,0,0,,
Deer Park High School,0,0,0,0,0,,
Oak Park Elementary School,0,0,0,0,0,,
The Child School / Legacy High School,0,0,0,0,0,,
Verne W. Critz Elementary School,0,0,0,0,0,,
The Wheatley School,0,0,0,0,0,,
Herricks High School,0,0,0,0,0,,
River Elementary School,0,0,0,0,0,,
East Orange Campus Nine,0,0,0,0,0,,
Westbury Middle School,0,0,0,0,0,,
Emerson High School,0,0,0,0,0,,
Public School 69,0,0,0,0,0,,
Park Avenue School,0,0,0,0,0,,
High School of Graphic Communication Arts,0,0,0,0,0,,
Kramer Lane Elementary School,0,0,0,0,0,,
Saint Andrews School,0,0,0,0,0,,
Saint Francis Academy,0,0,0,0,0,,
Public School 217/Intermediate School 217,0,0,0,0,0,,
Public School 58,0,0,0,0,0,,
Great Neck South Middle School,0,0,0,0,0,,
Growing Up Green Middle School,0,0,0,0,0,,
Sara M Glimore Elementary School,0,0,0,0,0,,
Robert Frost Middle School,0,0,0,0,0,,
Browning School,0,0,0,0,0,,
Public School 127 - Aerospace Science,0,0,0,0,0,,
Frank J. Cannon Southeast Elementary School,0,0,0,0,0,,
Our Lady Help of the Christians Parochial School,0,0,0,0,0,,
Garfield Elementary School,0,0,0,0,0,,
Park Avenue Elementary School,0,0,0,0,0,,
Great Neck South Middle/High School,0,0,0,0,0,,
Ella Baker School,0,0,0,0,0,,
Vanguard High School,0,0,0,0,0,,
M565 Urban Academy Laboratory High School,0,0,0,0,0,,
Orange High School,0,0,0,0,0,,
Saint Anastasia School,0,0,0,0,0,,
Long Island City High School,0,0,0,0,0,,
Park West Educational Campus,0,0,0,0,0,,
M459 Manhattan International High School,0,0,0,0,0,,
Joseph M. Barry Career & Technical Education Center,0,0,0,0,0,,
Robert Treat Academy,0,0,0,0,0,,
Saint Vincent Ferrer School,0,0,0,0,0,,
Public School 111 Adolph S. Ochs,0,0,0,0,0,,
Oakwood Avenue Elementary School,0,0,0,0,0,,
Public School 23,0,0,0,0,0,,
Gregory Elementary School,0,0,0,0,0,,
I.S. 126Q Albert Shanker School for Visual & Performing Arts,0,0,0,0,0,,
Talent Unlimited High School,0,0,0,0,0,,
Emanuel Lutheran School,0,0,0,0,0,,
Jose Marti Freshman Academy,0,0,0,0,0,,
South Middle School,0,0,0,0,0,,
Orange Preparatory Academy,0,0,0,0,0,,
William A Shine - Great Neck South High School,0,0,0,0,0,,
Essex County Vocational School,0,0,0,0,0,,
John Quincy Adams Primary School,0,0,0,0,0,,
Saint Igantius Loyola School,0,0,0,0,0,,
Forest Street Elementary School,0,0,0,0,0,,
P.S. 234,0,0,0,0,0,,
Westbury Friends School,0,0,0,0,0,,
First Avenue Elementary School,0,0,0,0,0,,
First Avenue Elementary School,0,0,0,0,0,,
Advent Tuller School,0,0,0,0,0,,
South Middle School,0,0,0,0,0,,
Lower Melville School (historical),0,0,0,0,0,,
Powells Lane School,0,0,0,0,0,,
Kennedy Child Study Center,0,0,0,0,0,,
Sacred Hearts School,0,0,0,0,0,,
Yeshiva School,0,0,0,0,0,,
High School for Environmental Studies,0,0,0,0,0,,
Zoo School,0,0,0,0,0,,
Independence High School,0,0,0,0,0,,
Lincoln Avenue Elementary School,0,0,0,0,0,,
Whispering Pines Seventh Day Adventist School,0,0,0,0,0,,
P.S. 17 - Henry David Thoreau School,0,0,0,0,0,,
Summer Place School,0,0,0,0,0,,
Jewish Community Center School Metro West,0,0,0,0,0,,
Henry Viscardi School,0,0,0,0,0,,
Career Preparatory High School,0,0,0,0,0,,
Buckley School,0,0,0,0,0,,
John Pearl Elementary School,0,0,0,0,0,,
Peter G Peterson Center for International Studies,0,0,0,0,0,,
Dominican Academy,0,0,0,0,0,,
Daniel Webster Number 2 Elementary School,0,0,0,0,0,,
Elliot Street Annex,0,0,0,0,0,,
Les Enfantes Montessori School,0,0,0,0,0,,
Lycée Français de New-York,0,0,0,0,0,,
G W Carver Institute,0,0,0,0,0,,
Public School 98,0,0,0,0,0,,
Old Bethpage Elementary School,0,0,0,0,0,,
Scholars Academy,0,0,0,0,0,,
The Shefa School,0,0,0,0,0,,
Jackson Academy,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Westbury High School,0,0,0,0,0,,
Burns Avenue School,0,0,0,0,0,,
PS 2,0,0,0,0,0,,
Public School 2,0,0,0,0,0,,
J Garfield Jackson Senior Academy Elementary School,0,0,0,0,0,,
Public School 159,0,0,0,0,0,,
Public School 41,0,0,0,0,0,,
Public School 214,0,0,0,0,0,,
Union City High School,0,0,0,0,0,,
Eleanor Roosevelt High School,0,0,0,0,0,,
Hazel Avenue Elementary School,0,0,0,0,0,,
Saint Stephens School,0,0,0,0,0,,
Professional Children’s School,0,0,0,0,0,,
Abington Avenue Elementary School,0,0,0,0,0,,
Buckley School,0,0,0,0,0,,
East Street School,0,0,0,0,0,,
Doctor John Howard Junior Elementary School,0,0,0,0,0,,
North Shore Hebrew Academy High School,0,0,0,0,0,,
Ethical Culture School,0,0,0,0,0,,
Saint Francis Xavier School,0,0,0,0,0,,
Public School 171,0,0,0,0,0,,
Madison High School,0,0,0,0,0,,
Willets Road School,0,0,0,0,0,,
Saint Cloud Elementary School,0,0,0,0,0,,
Public School 84,0,0,0,0,0,,
Public School 94,0,0,0,0,0,,
Bayside High School,0,0,0,0,0,,
P.S. 452,0,0,0,0,0,,
Robert Waters Elementary School,0,0,0,0,0,,
Searingtown Elementary School,0,0,0,0,0,,
Roosevelt Middle School,0,0,0,0,0,,
Patrick Francis Healy Middle School,0,0,0,0,0,,
Saint Francis of Assisi School,0,0,0,0,0,,
Academy of Saint Joseph,0,0,0,0,0,,
Jefferson Elementary School,0,0,0,0,0,,
Meadow Drive School,0,0,0,0,0,,
Herricks Middle School,0,0,0,0,0,,
ARC of Essex County Stepping Stones School,0,0,0,0,0,,
Sojourner Truth Middle School,0,0,0,0,0,,
The Gateway School,0,0,0,0,0,,
Ronald P. Stanton Campus,0,0,0,0,0,,
Birch Wathen Lenox School,0,0,0,0,0,,
Brearley School,0,0,0,0,0,,
John L Costley Senior Middle School,0,0,0,0,0,,
Luis Munoz Marin Middle School,0,0,0,0,0,,
West End Secondary School,0,0,0,0,0,,
Academy of Saint Joseph,0,0,0,0,0,,
The Riverside School for Makers and Artists,0,0,0,0,0,,
Pasadena Elementary School,0,0,0,0,0,,
Hofstra University Old Westbury Campus,0,0,0,0,0,,
P.S. 85 - Judge Charles Vallone School,0,0,0,0,0,,
Lakeville School,0,0,0,0,0,,
The Hewitt School,0,0,0,0,0,,
Sinai School,0,0,0,0,0,,
Paumanok Elementary School,0,0,0,0,0,,
Saint Stephen of Hungary School,0,0,0,0,0,,
Union Hill High School,0,0,0,0,0,,
Chapin School,0,0,0,0,0,,
West Hollow Middle School,0,0,0,0,0,,
Brentwood High School,1,1,0,0,2,65.254.11.2,brentwood.k12.ny.us
Schuyler Elementary School,0,0,0,0,0,,
Red Robin Country Day School,0,0,0,0,0,,
Joseph Kushner Hebrew Academy School,0,0,0,0,0,,
York Preparatory School,0,0,0,0,0,,
Saint Josephs the Worker School,0,0,0,0,0,,
Holy Family School,0,0,0,0,0,,
Golda Olch,0,0,0,0,0,,
Central Elementary School,0,0,0,0,0,,
Allen-Stevenson School,0,0,0,0,0,,
Christ The King Preparatory High School,0,0,0,0,0,,
Manhattan Children’s Program,0,0,0,0,0,,
St. Demetrios Elementary School,0,0,0,0,0,,
Our Lady of Good Counsel Grade School,0,0,0,0,0,,
The Maxine Greene High School for Imaginative Inquiry,0,0,0,0,0,,
The Urban Assembly School for Media Studies,0,0,0,0,0,,
Manhattan Hunter Science High School,0,0,0,0,0,,
"High School for Law, Advocacy and Community Justice",0,0,0,0,0,,
High School of Arts and Technology,0,0,0,0,0,,
Roosevelt School,0,0,0,0,0,,
Junior High School 185,0,0,0,0,0,,
Our Lady of Mercy School,0,0,0,0,0,,
ACDS (Association for Children with Down Syndrome),0,0,0,0,0,,
Seton Hall Preparatory School,0,0,0,0,0,,
Ramaz Upper School,0,0,0,0,0,,
Public School 190,0,0,0,0,0,,
East Orange Campus High School,0,0,0,0,0,,
Public School 290,0,0,0,0,0,,
Pharmacy College,0,0,0,0,0,,
Saint Augustine's School,0,0,0,0,0,,
Washington School,0,0,0,0,0,,
Intermediate School 141,0,0,0,0,0,,
Miss Sue's Nursery School and Kindergarten,0,0,0,0,0,,
"Saint Joseph's University, New York Long Island Campus",0,0,0,0,0,,
McKinley Number 10 Elementary School,0,0,0,0,0,,
Elliott Street Elementary School,0,0,0,0,0,,
Park Avenue Elementary School,0,0,0,0,0,,
Brookhaven Elementary School,0,0,0,0,0,,
New York University Institute of Fine Arts,0,0,0,0,0,,
Bellport High School,0,0,0,0,0,,
Theodore Roosevelt Number 5 Elementary School,0,0,0,0,0,,
Monmouth School,0,0,0,0,0,,
East Orange STEM Academy,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
Medford Elementary School,0,0,0,0,0,,
Rudolf Steiner School,0,0,0,0,0,,
Saint Joseph's School of Yorkville,0,0,0,0,0,,
Golda Och Academy,0,0,0,0,0,,
Saint Johns School,0,0,0,0,0,,
Cartaret Senior School,0,0,0,0,0,,
Immaculate Conception School,0,0,0,0,0,,
Saint Annes School,0,0,0,0,0,,
Cutter Mill School,0,0,0,0,0,,
Quenten School,0,0,0,0,0,,
Public School M199 Jesse Isador Straus,0,0,0,0,0,,
Ridgedale Middle School,0,0,0,0,0,,
Public School 29,0,0,0,0,0,,
Yorkville Community School,0,0,0,0,0,,
Burnet Hill Elementary School,0,0,0,0,0,,
Newark Academy School,0,0,0,0,0,,
Public School 184,0,0,0,0,0,,
Rhinelander Children's Center,0,0,0,0,0,,
Holy Family School,0,0,0,0,0,,
Fairmount School,0,0,0,0,0,,
Cantiague Elementary School,0,0,0,0,0,,
Loyola School,0,0,0,0,0,,
Collins Elementary School,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
Ridge Street Elementary School,0,0,0,0,0,,
Ramaz School,0,0,0,0,0,,
West End Day School,0,0,0,0,0,,
Madonna Heights School,0,0,0,0,0,,
Madonna Heights School,0,0,0,0,0,,
Academy of Saint Elizabeth School,0,0,0,0,0,,
Briarwood Elementary School,0,0,0,0,0,,
Brooklake Elementary School,0,0,0,0,0,,
Howard B. Mattlin Middle School,0,0,0,0,0,,
Public School 37,0,0,0,0,0,,
The Dalton School Physical Education Center,0,0,0,0,0,,
Saint John's Preparatory School,0,0,0,0,0,,
The Paint Place,0,0,0,0,0,,
Regis High School,0,0,0,0,0,,
Marymount School of New York,0,0,0,0,0,,
Marguerite Mulvey Elementary School,0,0,0,0,0,,
Madonna Heights School,0,0,0,0,0,,
Cumberland Adult Center,0,0,0,0,0,,
Saint John Lutheran School,0,0,0,0,0,,
Public School 122,0,0,0,0,0,,
Aquinas Academy School,0,0,0,0,0,,
Willet Avenue School,0,0,0,0,0,,
Our Lady of Good Counsel School,0,0,0,0,0,,
Middle School 44,0,0,0,0,0,,
College Of Saint Elizabeth,0,0,0,0,0,,
Frank P. Long Intermediate School,0,0,0,0,0,,
Plainview-Old Bethpage John F. Kennedy High School,0,0,0,0,0,,
Plainview-Old Bethpage Middle School,0,0,0,0,0,,
Whitney E Houston Academy Elementary School,0,0,0,0,0,,
North Arlington Middle School,0,0,0,0,0,,
Public School 87,0,0,0,0,0,,
Number 2 Elementary School,0,0,0,0,0,,
Number 2 Elementary School,0,0,0,0,0,,
James E Allen Elementary School,0,0,0,0,0,,
Number 4 Elementary School,0,0,0,0,0,,
East Middle School,0,0,0,0,0,,
Chess Max Academy,0,0,0,0,0,,
Mercaz Academy,0,0,0,0,0,,
Cleveland Street School,0,0,0,0,0,,
NY Kids Club,0,0,0,0,0,,
Nathaniel Woodhull Elementary School,0,0,0,0,0,,
Public School 169,0,0,0,0,0,,
Bell Academy,0,0,0,0,0,,
Connetquot High School,0,0,0,0,0,,
Holy Child Academy,0,0,0,0,0,,
Roslyn Middle School,0,0,0,0,0,,
Johnnie L Cochran Junior Academy Elementary School,0,0,0,0,0,,
East Elementary School,0,0,0,0,0,,
Rodeph Sholom School,0,0,0,0,0,,
Harry Bain Elementary School,0,0,0,0,0,,
Saint Joseph's High School,0,0,0,0,0,,
Trevor Day School,0,0,0,0,0,,
High School for Climate Justice,0,0,0,0,0,,
Collegiate School,0,0,0,0,0,,
Junior High School 194,0,0,0,0,0,,
Cordello Avenue Elementary School,0,0,0,0,0,,
Memorial High School,0,0,0,0,0,,
Public School M333 Manhattan School for Children,0,0,0,0,0,,
Park Elementary School,0,0,0,0,0,,
Public School 209,0,0,0,0,0,,
Dalton School,0,0,0,0,0,,
School of Cooperative Technical Education,0,0,0,0,0,,
West New York Middle School,0,0,0,0,0,,
Spence School,0,0,0,0,0,,
Number 5 Elementary School,0,0,0,0,0,,
